Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Computer-supported argumentation: A review of the state of the art","International Journal of Computer-Supported Collaborative Learning","","5","1","10.1007/s11412-009-9080-x","Oliver ScheuerFrank LollNiels PinkwartBruce M. McLaren","2010","http://link.springer.com/article/10.1007/s11412-009-9080-x","Article"
"Completing UML Model of Component-Based System with Middleware for Performance Evaluation","Emerging Directions in Embedded and Ubiquitous Computing","","","","10.1007/11807964_8","Yong ZhangNingjiang ChenJun WeiTao Huang","2006","http://link.springer.com/chapter/10.1007/11807964_8","Chapter"
"Design and Safety Analysis of a Drive-by-Wire Vehicle","Automotive Systems Engineering","","","","10.1007/978-3-642-36455-6_8","Peter Bergmiller","2013","http://link.springer.com/chapter/10.1007/978-3-642-36455-6_8","Chapter"
"Basic navigation, guidance and control of an Unmanned Surface Vehicle","Autonomous Robots","","25","4","10.1007/s10514-008-9100-0","Massimo CacciaMarco BibuliRiccardo BonoGabriele Bruzzone","2008","http://link.springer.com/article/10.1007/s10514-008-9100-0","Article"
"Electronically Enhanced Board Games by Integrating Physical and Virtual Spaces","Entertainment Computing","","","","10.1007/978-0-387-35660-0_25","Fusako KusunokiMasanori SugimotoHiromichi Hashizume","2003","http://link.springer.com/chapter/10.1007/978-0-387-35660-0_25","Chapter"
"Profiling and Framing Structures for Pervasive Information Systems Development","Virtual and Networked Organizations, Emergent Technologies and Tools","","","","10.1007/978-3-642-31800-9_29","José Eduardo FernandesRicardo J. MachadoJoão Á. Carvalho","2012","http://link.springer.com/chapter/10.1007/978-3-642-31800-9_29","Chapter"
"Using Game Engines in Mixed Reality Installations","Entertainment Computing – ICEC 2011","","","","10.1007/978-3-642-24500-8_65","Marija NakevskaCasper VosAlex JuarezJun HuGeert LangereisMatthias Rauterberg","2011","http://link.springer.com/chapter/10.1007/978-3-642-24500-8_65","Chapter"
"Learning In Communities: Introduction to the Special Issue","Computer Supported Cooperative Work (CSCW)","","16","4 - 5","10.1007/s10606-007-9060-5","J. M. Carroll","2007","http://link.springer.com/article/10.1007/s10606-007-9060-5","Article"
"Applying the model driven generative domain engineering method to develop self-organizing architectural solutions for mobile robot","Journal of Zhejiang University-SCIENCE A","","7","10","10.1631/jzus.2006.A1652","Hai-hua LiangMiao-liang Zhu","2006","http://link.springer.com/article/10.1631/jzus.2006.A1652","Article"
"An empirical study on the efficiency of different design pattern representations in UML class diagrams","Empirical Software Engineering","","15","5","10.1007/s10664-009-9125-9","Gerardo Cepeda PorrasYann-Gaël Guéhéneuc","2010","http://link.springer.com/article/10.1007/s10664-009-9125-9","Article"
"Relating Requirements and Architectures: A Study of Data-Grids","Journal of Grid Computing","","2","3","10.1007/s10723-004-6745-6","Anthony FinkelsteinClare GryceJoe Lewis-Bowen","2004","http://link.springer.com/article/10.1007/s10723-004-6745-6","Article"
"A comprehensive view of agent-oriented patterns","Autonomous Agents and Multi-Agent Systems","","15","3","10.1007/s10458-007-9014-9","Ayodele OluyomiShanika KarunasekeraLeon Sterling","2007","http://link.springer.com/article/10.1007/s10458-007-9014-9","Article"
"A Framework for Service Morphing and Heterogeneous Service Discovery in Smart Environments","Impact Analysis of Solutions for Chronic Disease Prevention and Management","","","","10.1007/978-3-642-30779-9_2","Hen-I YangRyan BabbittJohnny WongCarl K. Chang","2012","http://link.springer.com/chapter/10.1007/978-3-642-30779-9_2","Chapter"
"RESTful Integration of Heterogeneous Devices in Pervasive Environments","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-642-13645-0_1","Daniel RomeroGabriel HermosilloAmirhosein TaherkordiRussel NzekwaRomain RouvoyFrank Eliassen","2010","http://link.springer.com/chapter/10.1007/978-3-642-13645-0_1","Chapter"
"A cube to learn: a tangible user interface for the design of a learning appliance","Personal and Ubiquitous Computing","","10","2 - 3","10.1007/s00779-005-0025-8","Lucia TerrenghiMatthias KranzPaul HolleisAlbrecht Schmidt","2006","http://link.springer.com/article/10.1007/s00779-005-0025-8","Article"
"Reconfigurable natural interaction in smart environments: approach and prototype implementation","Personal and Ubiquitous Computing","","16","7","10.1007/s00779-011-0454-5","Sara BartoliniBojan MilosevicAlfredo D’EliaElisabetta FarellaLuca BeniniTullio Salmon Cinotti","2012","http://link.springer.com/article/10.1007/s00779-011-0454-5","Article"
"Dissertationen","Informatik - Forschung und Entwicklung","","19","4","10.1007/s00450-005-0201-0","","2005","http://link.springer.com/article/10.1007/s00450-005-0201-0","Article"
"SysML-Based Approach for Automation Software Development – Explorative Usability Evaluation of the Provided Notation","Design, User Experience, and Usability. Web, Mobile, and Product Design","","","","10.1007/978-3-642-39253-5_63","Daniel SchützMartin ObermeierBirgit Vogel-Heuser","2013","http://link.springer.com/chapter/10.1007/978-3-642-39253-5_63","Chapter"
"Cognitive Computation","Cognitive Computation","","1","1","10.1007/s12559-008-9001-8","J. G. Taylor","2009","http://link.springer.com/article/10.1007/s12559-008-9001-8","Article"
"Real-time human action recognition on an embedded, reconfigurable video processing architecture","Journal of Real-Time Image Processing","","3","3","10.1007/s11554-008-0073-1","Hongying MengMichael FreemanNick PearsChris Bailey","2008","http://link.springer.com/article/10.1007/s11554-008-0073-1","Article"
"DECAF - A Flexible Multi Agent System Architecture","Autonomous Agents and Multi-Agent Systems","","7","1 - 2","10.1023/A:1024120703127","John R. GrahamKeith S. DeckerMichael Mersic","2003","http://link.springer.com/article/10.1023/A%3A1024120703127","Article"
"CoopIS 2012 PC Co-chairs Message","On the Move to Meaningful Internet Systems: OTM 2012 Workshops","","","","10.1007/978-3-642-33618-8_84","Stefanie Rinderle-MaXiaofang ZhouPeter Dadam","2012","http://link.springer.com/chapter/10.1007/978-3-642-33618-8_84","Chapter"
"Providing Safety-Critical and Real-Time Services for Mobile Devices in Uncertain Environment","Self-Organization in Embedded Real-Time Systems","","","","10.1007/978-1-4614-1969-3_2","Andrea BondavalliFrancesco BrancatiAndrea CeccarelliLorenzo Falai","2013","http://link.springer.com/chapter/10.1007/978-1-4614-1969-3_2","Chapter"
"Securing Current and Future Process Control Systems","Critical Infrastructure Protection","","","","10.1007/978-0-387-75462-8_8","Robert CunninghamSteven CheungMartin FongUlf LindqvistDavid NicolRonald PawlowskiEric RobinsonWilliam SandersSankalp SinghAlfonso ValdesBradley WoodworthMichael Zhivich","2008","http://link.springer.com/chapter/10.1007/978-0-387-75462-8_8","Chapter"
"Agile Software Development with Open Source Software in a Hospital Environment – Case Study of an eCRF-System for Orthopaedical Studies","Web Engineering","","","","10.1007/978-3-642-39200-9_37","Tünay ÖzcanSemra KocakPhilipp Brune","2013","http://link.springer.com/chapter/10.1007/978-3-642-39200-9_37","Chapter"
"Privacy Settings in Online Social Networks as a Conflict of Interests: Regulating User Behavior on Facebook","Computational Social Networks","","","","10.1007/978-1-4471-4051-1_5","Max-R. Ulbricht","2012","http://link.springer.com/chapter/10.1007/978-1-4471-4051-1_5","Chapter"
"Software Abstractions for Simulation and Control of a Continuum Robot","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-642-34327-8_13","Arne NordmannMatthias RolfSebastian Wrede","2012","http://link.springer.com/chapter/10.1007/978-3-642-34327-8_13","Chapter"
"A temporal logic-based planning and execution monitoring framework for unmanned aircraft systems","Autonomous Agents and Multi-Agent Systems","","19","3","10.1007/s10458-009-9079-8","Patrick DohertyJonas KvarnströmFredrik Heintz","2009","http://link.springer.com/article/10.1007/s10458-009-9079-8","Article"
"Evaluation of CESAR: Pilot Applications","CESAR - Cost-efficient Methods and Processes for Safety-relevant Embedded Systems","","","","10.1007/978-3-7091-1387-5_9","Gianfranco FenuEric ArmengaudOlle BridalSalvatore De MartinoØystein HaugenOdile LaurentIda PetroneFrançois PouzolzThomas SöderqvistTormod Wien","2013","http://link.springer.com/chapter/10.1007/978-3-7091-1387-5_9","Chapter"
"Book Review: Building Natural Language Generation Systems","User Modeling and User-Adapted Interaction","","13","4","10.1023/A:1026270310219","Roy Wilson","2003","http://link.springer.com/article/10.1023/A%3A1026270310219","Article"
"Designing a Mixed Digital Signage and Multi-touch Interaction for Social Learning","Edutainment Technologies. Educational Games and Virtual Reality/Augmented Reality Applications","","","","10.1007/978-3-642-23456-9_24","Long-Chyr ChangHeien-Kun Chiang","2011","http://link.springer.com/chapter/10.1007/978-3-642-23456-9_24","Chapter"
"A field-based versus a protocol-based approach for adaptive task assignment","Autonomous Agents and Multi-Agent Systems","","17","2","10.1007/s10458-008-9037-x","Danny WeynsNelis BouckéTom Holvoet","2008","http://link.springer.com/article/10.1007/s10458-008-9037-x","Article"
"Social Information Systems: Agility Without Chaos","Enterprise Information Systems","","","","10.1007/978-3-642-40654-6_4","Marc QuastMark J. HandelJean-Marie FavreJacky Estublier","2013","http://link.springer.com/chapter/10.1007/978-3-642-40654-6_4","Chapter"
"A Reconfigurable Intelligent Gateway for Heterogeneous Networks","Proceedings of 2013 Chinese Intelligent Automation Conference","","","","10.1007/978-3-642-38524-7_53","Tiantian GuoMing’an ZhouQing Shen","2013","http://link.springer.com/chapter/10.1007/978-3-642-38524-7_53","Chapter"
"An integrated architecture for the provision of health telematic services based on digital library technologies","International Journal on Digital Libraries","","1","3","10.1007/s007990050021","M. TsiknakisC. E. ChronakiS. KapidakisC. NikolaouS. C. Orphanoudakis","1997","http://link.springer.com/article/10.1007/s007990050021","Article"
"Opening Personalization to Partners: An Architecture of Participation for Websites","Web Engineering","","","","10.1007/978-3-642-31753-8_7","Cristóbal ArellanoOscar DíazJon Iturrioz","2012","http://link.springer.com/chapter/10.1007/978-3-642-31753-8_7","Chapter"
"User interface design assistance for large-scale software development","Automated Software Engineering","","2","3","10.1007/BF00871797","Gregory Alan Bolcer","1995","http://link.springer.com/article/10.1007/BF00871797","Article"
"Secure Inclusion of Phones Into Online E-meetings","Management of Multimedia Networks and Services","","","","10.1007/978-3-540-39404-4_30","Peter Parnes","2003","http://link.springer.com/chapter/10.1007/978-3-540-39404-4_30","Chapter"
"Representing Navy tactical computer system knowledge for reengineering and integration","Journal of Systems Integration","","3","3 - 4","10.1007/BF01975519","Bruce I. BlumTamra Moore","1993","http://link.springer.com/article/10.1007/BF01975519","Article"
"Automotive Systems Engineering: A Personal Perspective","Automotive Systems Engineering","","","","10.1007/978-3-642-36455-6_2","Markus Maurer","2013","http://link.springer.com/chapter/10.1007/978-3-642-36455-6_2","Chapter"
"On the Application Development of 3G Technology in Automobiles","Proceedings of the FISITA 2012 World Automotive Congress","","","","10.1007/978-3-642-33829-8_30","Ying LuWenqiang ChenXingmin WeiFuquan Zhao","2013","http://link.springer.com/chapter/10.1007/978-3-642-33829-8_30","Chapter"
"MagicMeeting: A Collaborative Tangible Augmented Reality System","Virtual Reality","","6","3","10.1007/s100550200016","H.T. RegenbrechtM. WagnerG. Baratoff","2002","http://link.springer.com/article/10.1007/s100550200016","Article"
"Robust Interactive Storytelling Framework for Automatic TV Content/Story Production","Entertainment Computing - ICEC 2008","","","","10.1007/978-3-540-89222-9_15","Hussein Karam Hussein Abd El-Sattar","2009","http://link.springer.com/chapter/10.1007/978-3-540-89222-9_15","Chapter"
"PLAN: a web platform for automating high-throughput BLAST searches and for managing and mining results","BMC Bioinformatics","","8","1","10.1186/1471-2105-8-53","Ji HeXinbin DaiXuechun Zhao","2007","http://link.springer.com/article/10.1186/1471-2105-8-53","Article"
"Real-Time Embedded Software Design for Mobile and Ubiquitous Systems","Embedded and Ubiquitous Computing","","","","10.1007/978-3-540-77092-3_62","Pao-Ann HsiungShang-Wei LinChin-Chieh HungJih-Ming FuChao-Sheng LinCheng-Chi ChiangKuo-Cheng ChiangChun-Hsien LuPin-Hsien Lu","2007","http://link.springer.com/chapter/10.1007/978-3-540-77092-3_62","Chapter"
"Lightweight Messages: True Zero-Copy Communication for Commodity Gigabit Ethernet","Emerging Directions in Embedded and Ubiquitous Computing","","","","10.1007/11807964_16","Hai JinMinghu ZhangPengliu Tan","2006","http://link.springer.com/chapter/10.1007/11807964_16","Chapter"
"Standardisation in telE-learning: A critical analysis","TelE-Learning","","","","10.1007/978-0-387-35615-0_45","Juan SantosManuel CaeiroJudith RodríguezLuis Anido","2002","http://link.springer.com/chapter/10.1007/978-0-387-35615-0_45","Chapter"
"Modular framework support for context-aware mobile cinema","Personal and Ubiquitous Computing","","12","4","10.1007/s00779-007-0151-6","Andreas SchraderDarren V. CarlsonDominik Busch","2008","http://link.springer.com/article/10.1007/s00779-007-0151-6","Article"
"The Requirements of Using Provenance in e-Science Experiments","Journal of Grid Computing","","5","1","10.1007/s10723-006-9055-3","Simon MilesPaul GrothMiguel BrancoLuc Moreau","2007","http://link.springer.com/article/10.1007/s10723-006-9055-3","Article"
"Semantic Based Self-configuration Approach for Social Robots in Health Care Environments","Ambient Assisted Living and Home Care","","","","10.1007/978-3-642-35395-6_48","Gorka AzkunePablo OrduñaXabier LaisecaDiego López-de-IpiñaMiguel Loitxate","2012","http://link.springer.com/chapter/10.1007/978-3-642-35395-6_48","Chapter"
"Design and validation of a light inference system to support embedded context reasoning","Personal and Ubiquitous Computing","","16","7","10.1007/s00779-011-0447-4","Josué IglesiasAna M. BernardosPaula TarríoJosé R. CasarHenar Martín","2012","http://link.springer.com/article/10.1007/s00779-011-0447-4","Article"
