Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Distributed Data Managing in Health Care Social Network Based on Mobile P2P","Database Systems for Advanced Applications","","","","10.1007/978-3-319-22324-7_14","Ye WangHong LiuLin Wang","2015","http://link.springer.com/chapter/10.1007/978-3-319-22324-7_14","Chapter"
"Towards an Expert System for the Field of Neurology Based on Fuzzy Logic","KI 2015: Advances in Artificial Intelligence","","","","10.1007/978-3-319-24489-1_31","Mirco JosefiokJürgen Sauer","2015","http://link.springer.com/chapter/10.1007/978-3-319-24489-1_31","Chapter"
"Interoperability Issues Reduction in Command and Control for Multi-robot Systems","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-22383-4_6","Francesco FediFrancesco Nasca","2015","http://link.springer.com/chapter/10.1007/978-3-319-22383-4_6","Chapter"
"The Dual-Execution-Environment Approach: Analysis and Comparative Evaluation","ICT Systems Security and Privacy Protection","","","","10.1007/978-3-319-18467-8_37","Mohamed SabtMohammed AchemlalAbdelmadjid Bouabdallah","2015","http://link.springer.com/chapter/10.1007/978-3-319-18467-8_37","Chapter"
"Quantifying Semantic Proximity Between Contexts","Smart Homes and Health Telematics","","","","10.1007/978-3-319-14424-5_18","Patrice RoyBessam AbdulrazakYacine Belala","2015","http://link.springer.com/chapter/10.1007/978-3-319-14424-5_18","Chapter"
"BPMN Task Instance Streaming for Efficient Micro-task Crowdsourcing Processes","Business Process Management","","","","10.1007/978-3-319-23063-4_23","Stefano TranquilliniFlorian DanielPavel KucherbaevFabio Casati","2015","http://link.springer.com/chapter/10.1007/978-3-319-23063-4_23","Chapter"
"A Metamodel for the E-Participation Reference Framework","Electronic Participation","","","","10.1007/978-3-319-45074-2_1","Sabrina SchererMaria A. Wimmer","2016","http://link.springer.com/chapter/10.1007/978-3-319-45074-2_1","Chapter"
"In Need of a Domain-Specific Language Modeling Notation for Smartphone Applications with Portable Capability","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-319-23144-0_20","Hamza GhandorhLuiz Fernando CapretzAli Bou Nassif","2015","http://link.springer.com/chapter/10.1007/978-3-319-23144-0_20","Chapter"
"Using JSON-LD and Hydra for Cloud-Based Tool Interoperability: A Prototype Based on a Vocabulary and Communication Process Handler for Mind Map Tools","Open Learning and Teaching in Educational Communities","","","","10.1007/978-3-319-11200-8_37","Rocael HernándezChristian GütlHector R. Amado-Salvatierra","2014","http://link.springer.com/chapter/10.1007/978-3-319-11200-8_37","Chapter"
"Bolstering the quality and integrity of online collaborative university- level courses via an open Sim standalone server in conjunction with sloodle","Education and Information Technologies","","21","5","10.1007/s10639-014-9365-1","Nikolaos Pellas","2016","http://link.springer.com/article/10.1007/s10639-014-9365-1","Article"
"An Evaluation Methodology for Concept Maps Mined from Lecture Notes: An Educational Perspective","Computer Supported Education","","","","10.1007/978-3-319-25768-6_5","Thushari AtapattuKatrina FalknerNickolas Falkner","2015","http://link.springer.com/chapter/10.1007/978-3-319-25768-6_5","Chapter"
"Mapping the (R-)Evolution of Technological Fields – A Semantic Network Approach","Social Informatics","","","","10.1007/978-3-319-13734-6_27","Roman JurowetzkiDaniel S. Hain","2014","http://link.springer.com/chapter/10.1007/978-3-319-13734-6_27","Chapter"
"Dealing with temporal failure in ambient systems: a dynamic revision of plans","Journal of Ambient Intelligence and Humanized Computing","","6","3","10.1007/s12652-015-0266-y","Radja BoukharrouAhmed-Chawki ChaoucheAmal El Fallah SeghrouchniJean-Michel IliéDjamel Eddine Saïdouni","2015","http://link.springer.com/article/10.1007/s12652-015-0266-y","Article"
"Exploring On-Demand Composition of Pervasive Collaborations in Smart Computing Environments","On the Move to Meaningful Internet Systems: OTM 2016 Workshops","","","","10.1007/978-3-319-55961-2_31","Markus Wutzler","2017","http://link.springer.com/chapter/10.1007/978-3-319-55961-2_31","Chapter"
"Selective Redundancy in Network-as-a-Service: Differentiated QoS in Multi-tenant Clouds","On the Move to Meaningful Internet Systems: OTM 2016 Workshops","","","","10.1007/978-3-319-55961-2_9","Pradeeban KathiraveluLuís Veiga","2017","http://link.springer.com/chapter/10.1007/978-3-319-55961-2_9","Chapter"
"Enabling Codesharing in Rescue Simulation with USARSim/ROS","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_54","Zeid KootballyStephen BalakirskyArnoud Visser","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_54","Chapter"
"A Concept for the Control, Monitoring and Visualization Center in Energy Lab 2.0","Energy Informatics","","","","10.1007/978-3-319-25876-8_8","Clemens DüpmeierKarl-Uwe StuckyRalf MikutVeit Hagenmeyer","2015","http://link.springer.com/chapter/10.1007/978-3-319-25876-8_8","Chapter"
"Extending Battery Management Systems for Making Informed Decisions on Battery Reuse","New Horizons in Design Science: Broadening the Research Agenda","","","","10.1007/978-3-319-18714-3_37","Markus MonhofDaniel BeverungenBenjamin KlörSebastian Bräuer","2015","http://link.springer.com/chapter/10.1007/978-3-319-18714-3_37","Chapter"
"EPSCS: Simulating and Measuring Energy Proportionality of Server Clusters","Database Systems for Advanced Applications","","","","10.1007/978-3-319-18123-3_35","Jiazhuang XiePeiquan JinShouhong WanLihua Yue","2015","http://link.springer.com/chapter/10.1007/978-3-319-18123-3_35","Chapter"
"Provenance-Based Retrieval: Fostering Reuse and Reproducibility Across Scientific Disciplines","Provenance and Annotation of Data and Processes","","","","10.1007/978-3-319-40593-3_17","Lucas Augusto Montalvão Costa CarvalhoRodrigo L. SilveiraCaroline S. PereiraMunir S. SkafClaudia Bauzer Medeiros","2016","http://link.springer.com/chapter/10.1007/978-3-319-40593-3_17","Chapter"
"Design and Implementation of a Trust Service for the Cloud","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_42","Julien LacroixOmar Boucelma","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_42","Chapter"
"Adaptive Multi-stage Optimisation for EV Charging Integration into Smart Grid Control","PRIMA 2015: Principles and Practice of Multi-Agent Systems","","","","10.1007/978-3-319-25524-8_45","Christopher-Eyk HrabiaTobias KüsterMarcus VoßFrancisco Denis Pozo PardoSahin Albayrak","2015","http://link.springer.com/chapter/10.1007/978-3-319-25524-8_45","Chapter"
"Auction-Based Task Allocation for Multi-robot Teams in Dynamic Environments","Towards Autonomous Robotic Systems","","","","10.1007/978-3-319-22416-9_29","Eric SchneiderElizabeth I. SklarSimon ParsonsA. Tuna Özgelen","2015","http://link.springer.com/chapter/10.1007/978-3-319-22416-9_29","Chapter"
"Smart e-Learning as a Student-Centered Biotechnical System","E-Learning, E-Education, and Online Training","","","","10.1007/978-3-319-13293-8_21","Vladimir UskovAndrey LyaminLubov LisitsynaBhuvana Sekar","2014","http://link.springer.com/chapter/10.1007/978-3-319-13293-8_21","Chapter"
"Importance of Internet of Things and Big Data in Building Smart City and What Would Be Its Challenges","Smart City 360°","","","","10.1007/978-3-319-33681-7_52","Manan BawaDagmar CaganovaIvan SzilvaDaniela Spirkova","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_52","Chapter"
"Model-driven risk analysis of evolving critical infrastructures","Journal of Ambient Intelligence and Humanized Computing","","5","2","10.1007/s12652-013-0179-6","Bjørnar SolhaugFredrik Seehusen","2014","http://link.springer.com/article/10.1007/s12652-013-0179-6","Article"
"VisPorter: facilitating information sharing for collaborative sensemaking on multiple displays","Personal and Ubiquitous Computing","","18","5","10.1007/s00779-013-0727-2","Haeyong ChungChris NorthJessica Zeitz SelfSharon ChuFrancis Quek","2014","http://link.springer.com/article/10.1007/s00779-013-0727-2","Article"
"Context-Awareness in Task Automation Services by Distributed Event Processing","Web Information Systems Engineering – WISE 2014 Workshops","","","","10.1007/978-3-319-20370-6_15","Miguel CoronadoRalf BrunsJürgen DunkelSebastian Stipković","2015","http://link.springer.com/chapter/10.1007/978-3-319-20370-6_15","Chapter"
"Comparative analysis of shape descriptors for 3D objects","Multimedia Tools and Applications","","76","5","10.1007/s11042-016-3330-5","Graciela Lara LópezAdriana Peña Pérez NegrónAngélica De Antonio JiménezJaime Ramírez RodríguezRicardo Imbert Paredes","2017","http://link.springer.com/article/10.1007/s11042-016-3330-5","Article"
"Assessing the Potential of Autonomous Multi-agent Surveillance in Asset Protection from Underwater Threats","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-47605-6_17","Tommaso FabbriSimone NardiLuca IsgróLucia PallottinoAndrea Caiti","2016","http://link.springer.com/chapter/10.1007/978-3-319-47605-6_17","Chapter"
"Dynamic Reconfiguration of Network Protocols for Constrained Internet-of-Things Devices","Internet of Things. IoT Infrastructures","","","","10.1007/978-3-319-47075-7_31","Peter RuckebuschJo Van DammeEli De PoorterIngrid Moerman","2016","http://link.springer.com/chapter/10.1007/978-3-319-47075-7_31","Chapter"
"Robot-Centric Activity Recognition ‘in the Wild’","Social Robotics","","","","10.1007/978-3-319-25554-5_23","Ilaria GoriJivko SinapovPriyanka KhantePeter StoneJ. K. Aggarwal","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_23","Chapter"
"From Physical to Virtual: Widening the Perspective on Multi-Agent Environments","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_9","Carlos CarrascosaFranziska KlüglAlessandro RicciOlivier Boissier","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_9","Chapter"
"Iterative Interface Design for Robot Integration with Tactical Teams","Advances in Human Factors in Robots and Unmanned Systems","","","","10.1007/978-3-319-41959-6_1","K. M. Ibrahim AsifCindy L. BethelDaniel W. Carruth","2017","http://link.springer.com/chapter/10.1007/978-3-319-41959-6_1","Chapter"
"Semi-autonomous Hybrid Brain-Machine Interface","Brain-Computer Interface Research","","","","10.1007/978-3-319-25190-5_9","David P. McMullenMatthew S. FiferBrock A. WesterGuy HotsonKapil D. KatyalMatthew S. JohannesTimothy G. McGeeAndrew HarrisAlan D. RavitzMichael P. McLoughlinWilliam S. AndersonNitish V. ThakorNathan E. Crone","2015","http://link.springer.com/chapter/10.1007/978-3-319-25190-5_9","Chapter"
"A Document Centric Approach for Analysis and Design of E-government Systems","Electronic Government and the Information Systems Perspective","","","","10.1007/978-3-319-22389-6_23","Bálint MolnárAndrás Benczúr","2015","http://link.springer.com/chapter/10.1007/978-3-319-22389-6_23","Chapter"
"Towards a Full Support of Obligations in XACML","Risks and Security of Internet and Systems","","","","10.1007/978-3-319-17127-2_14","Donia El KatebYehia ElRakaibyTejeddine MouelhiIram RubabYves Le Traon","2015","http://link.springer.com/chapter/10.1007/978-3-319-17127-2_14","Chapter"
"Evolving Mashup Interfaces Using a Distributed Machine Learning and Model Transformation Methodology","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_43","Antonio Jesus Fernandez-GarciaLuis IribarneAntonio CorralJames Z. Wang","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_43","Chapter"
"Efficient Group Discussion with Digital Affinity Diagram System (DADS)","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-319-10831-5_31","William WidjajaKeito YoshiiMakoto Takahashi","2014","http://link.springer.com/chapter/10.1007/978-3-319-10831-5_31","Chapter"
"Hybrid indoor and outdoor location services for new generation mobile terminals","Personal and Ubiquitous Computing","","18","2","10.1007/s00779-013-0644-4","Massimo FiccoFrancesco PalmieriAniello Castiglione","2014","http://link.springer.com/article/10.1007/s00779-013-0644-4","Article"
"RoboCup Logistics League Sponsored by Festo: A Competitive Factory Automation Testbed","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_30","Tim NiemuellerDaniel EwertSebastian ReuterAlexander FerreinSabina JeschkeGerhard Lakemeyer","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_30","Chapter"
"Development of a Serious Game for Laparoscopic Suture Training","Augmented and Virtual Reality","","","","10.1007/978-3-319-13969-2_7","Lucio Tommaso De PaolisFrancesco RicciardiFrancesco Giuliani","2014","http://link.springer.com/chapter/10.1007/978-3-319-13969-2_7","Chapter"
"An Introduction to Collaboration Meets Interactive Spaces","Collaboration Meets Interactive Spaces","","","","10.1007/978-3-319-45853-3_1","C. AnslowP. CamposJ. Jorge","2016","http://link.springer.com/chapter/10.1007/978-3-319-45853-3_1","Chapter"
"Analysis of French secondary school teachers’ intention to integrate digital work environments into their teaching practices","Education and Information Technologies","","20","3","10.1007/s10639-013-9301-9","Ecaterina PacurarNargis Abbas","2015","http://link.springer.com/article/10.1007/s10639-013-9301-9","Article"
"Evaluating Virtual Embodiment with the ALEx Exoskeleton","Haptics: Neuroscience, Devices, Modeling, and Applications","","","","10.1007/978-3-662-44193-0_18","Emanuele RuffaldiMichele BarsottiDaniele LeonardisGiulia BassaniAntonio FrisoliMassimo Bergamasco","2014","http://link.springer.com/chapter/10.1007/978-3-662-44193-0_18","Chapter"
"Performance Assessment in Serious Games","Serious Games","","","","10.1007/978-3-319-40612-1_10","Josef WiemeyerMichael Kickmeier-RustChristina M. Steiner","2016","http://link.springer.com/chapter/10.1007/978-3-319-40612-1_10","Chapter"
"Learning in the Smart City: A Virtual and Augmented Museum Devoted to Chaos Theory","New Horizons in Web Based Learning","","","","10.1007/978-3-662-43454-3_27","Francesca BertacchiniEleonora BilottaManuela CariniLorella GabrielePietro PantanoAssunta Tavernise","2014","http://link.springer.com/chapter/10.1007/978-3-662-43454-3_27","Chapter"
"Biocognitive Evolution","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-07052-0_6","Jonathan C. Peck","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-07052-0_6","ReferenceWorkEntry"
"A continuous playing scheme on RESTful web service","Cluster Computing","","19","1","10.1007/s10586-015-0520-2","Kuinam J. KimCheong Ghil KimTaeg Keun WhangboKyoungro Yoon","2016","http://link.springer.com/article/10.1007/s10586-015-0520-2","Article"
